 No. , wiki\100012_1948-07-03_2008.jpg
 No, the image is not a deepfake. It appears to be a photograph of a person performing on stage. The features and distortions are consistent with a real photograph, not the manipulated result that would be expected from a deepfake. , wiki\2602591_1961-05-20_2015.jpg
 No , wiki\26034_1898-11-21_1967.jpg
 Yes , wiki\2603913_1985-09-03_2012.jpg
 Yes , wiki\2604421_1956-05-04_2011.jpg
 Yes , wiki\2604580_1974-02-10_2009.jpg
 Yes , wiki\2604793_1984-02-26_2010.jpg
 Yes , wiki\2604808_1981-02-16_2009.jpg
 No , wiki\2604896_1987-10-24_2007.jpg
 No , wiki\2605022_1984-10-11_2013.jpg
 No. , wiki\2605620_1970-03-12_2009.jpg
 No. The image appears to be an actual photograph of a person holding a cigarette and standing in front of a poster. It is not a deepfake. , wiki\26056_1932-01-18_1977.jpg
 No , wiki\2605701_1967-03-03_2005.jpg
 Yes , wiki\2606151_1979-11-05_2012.jpg
 No , wiki\2606164_1974-06-03_2014.jpg
 No , wiki\2606358_1946-06-12_1966.jpg
 No, the image is not a deepfake. It appears to be a black and white photograph of an American football player in mid-action. Deepfakes typically use modern color photography and involve advanced technology to create realistic images or videos that show something happening that did not actually occur. The quality of this image does not suggest the use of such technology. , wiki\2607482_1968-02-06_1992.jpg
 No , wiki\2607655_1973-12-02_2013.jpg
 Yes , wiki\2607658_1978-05-14_2010.jpg
 No , wiki\2607752_1979-10-20_2009.jpg
 No. , wiki\260933_1942-12-21_1974.jpg
 No , wiki\261017_1972-06-23_2010.jpg
 Yes , wiki\261035_1981-02-11_2012.jpg
 No , wiki\2610388_1980-01-16_2012.jpg
 No , wiki\2610570_1981-12-04_2007.jpg
 Yes , wiki\261087_1924-09-16_1945.jpg
 No. , wiki\2611024_1923-07-28_1993.jpg
 No , wiki\2611376_1893-09-12_1977.jpg
 No , wiki\2611782_1964-08-02_2008.jpg
 No , wiki\2612546_1934-08-26_2006.jpg
 No. , wiki\261259_1933-02-13_1959.jpg
 Yes , wiki\261395_1960-05-06_1998.jpg
 Yes , wiki\2614079_1987-12-19_2006.jpg
 No , wiki\261414_1964-07-24_2008.jpg
 No. , wiki\2614711_1939-10-08_1960.jpg
 Yes , wiki\2614946_1952-02-12_2008.jpg
 No , wiki\2614952_1977-05-24_2011.jpg
 No , wiki\2614957_1986-03-28_2013.jpg
 No. , wiki\261630_1938-04-07_1976.jpg
 No. , wiki\261659_1941-01-21_2008.jpg
 No. , wiki\2616647_1957-10-12_2007.jpg
 No. , wiki\2616800_1939-09-14_2007.jpg
 No , wiki\2616917_1955-12-03_2009.jpg
 No , wiki\2616949_1934-02-06_1955.jpg
 Yes , wiki\2617971_1970-09-22_2007.jpg
 No. , wiki\26181_1920-08-22_1975.jpg
 No , wiki\2618799_1938-05-21_2005.jpg
 Yes , wiki\2619831_1945-07-26_1970.jpg
 No , wiki\2619911_1911-06-26_1970.jpg
 No, the image is not of a deepfake. It appears to be a real person posing for the photo. , wiki\2620274_1960-05-21_2012.jpg
 No. , wiki\2620563_1950-06-08_1993.jpg
 No. , wiki\2621881_1958-10-25_1979.jpg
 No. , wiki\2621937_1975-08-05_2005.jpg
 No. , wiki\262218_1962-09-20_2011.jpg
 No , wiki\2622273_1957-04-06_2010.jpg
 No. , wiki\2622482_1910-06-07_1940.jpg
 Yes , wiki\262253_1923-07-15_1970.jpg
 Yes , wiki\262332_1956-04-04_1994.jpg
 No. , wiki\2623388_1969-10-10_2012.jpg
 No, the image is not a deepfake. It features two people posing together for the photo. The woman on the left appears to be the original subject of the photo, while the person on the right has been digitally added in. , wiki\2624083_1969-09-21_2010.jpg
 No. , wiki\2624296_1953-03-08_2005.jpg
 No , wiki\262458_1978-05-22_2009.jpg
 Yes , wiki\262471_1944-07-09_2011.jpg
 No , wiki\262475_1974-01-12_2014.jpg
 No , wiki\262482_1975-05-29_2012.jpg
 No , wiki\2625210_1947-06-22_2008.jpg
 No , wiki\262533_1950-01-23_2004.jpg
 No , wiki\2625652_1982-03-17_2009.jpg
 No, it is not a deepfake. It appears to be a photograph of a person standing on stage at an event. Deepfakes involve the use of advanced digital techniques to create realistic images of people who are not present in the original photo. In this case, there's nothing that indicates the image has been altered using such technology. , wiki\2625902_1924-03-22_1995.jpg
 Yes , wiki\262593_1940-05-24_1988.jpg
 No. , wiki\2626062_1982-01-04_2012.jpg
 No. , wiki\2626132_1979-05-25_2011.jpg
 No. , wiki\262625_1930-11-16_2008.jpg
 No, the image you've provided does not appear to be a deepfake. Deepfakes are created by using machine learning algorithms and large amounts of data, often from social media profiles or other publicly available content. The person in the picture appears to be a real individual, and there is no noticeable distortion or manipulation that would indicate the presence of a deepfake. , wiki\2626269_1964-11-13_2013.jpg
 No. , wiki\26264_1947-03-06_2008.jpg
 Yes , wiki\262658_1929-02-17_2011.jpg
 No. , wiki\2626733_1985-07-28_2015.jpg
 No. , wiki\2627256_1955-06-14_2015.jpg
 No. , wiki\26272_1952-01-17_2010.jpg
 No , wiki\2627820_1989-05-05_2012.jpg
 No, the image is not a deepfake. It is a genuine photograph of a person. , wiki\2627867_1956-01-18_2013.jpg
 Yes , wiki\262806_1967-10-16_2009.jpg
 No, it is not a deepfake. The image appears to be of an actual concert scene, featuring a musician performing on stage. Deepfakes typically involve creating realistic images that manipulate people's identities, which is not evident in this image. , wiki\2628646_1978-04-08_2014.jpg
 No. , wiki\2628717_1960-12-09_2008.jpg
 No. , wiki\2629104_1924-11-18_1987.jpg
 No , wiki\2629179_1913-10-17_1943.jpg
 No. , wiki\2629199_1941-01-19_2009.jpg
 No. , wiki\2629332_1990-04-09_2014.jpg
 No , wiki\262953_1950-05-03_1970.jpg
 No , wiki\2630149_1950-11-02_2010.jpg
 No. , wiki\2630205_1935-11-20_2006.jpg
 Yes , wiki\263051_1983-06-13_2014.jpg
 No , wiki\2631758_1966-03-05_2009.jpg
 No. , wiki\2632191_1969-09-06_2015.jpg
 No. , wiki\263285_1944-11-25_2008.jpg
 No , wiki\2633212_1981-06-21_2007.jpg
 No , wiki\2634488_1937-09-10_1972.jpg
 No , wiki\2634978_1901-04-20_1950.jpg
 No. , wiki\2635411_1980-11-08_2013.jpg
 Yes , wiki\2635587_1952-04-25_2015.jpg
 No. , wiki\2635926_1925-03-29_2005.jpg
 No , wiki\263671_1902-06-06_1946.jpg
 No. , wiki\2637115_1978-10-15_2010.jpg
 Yes. , wiki\2637662_1979-04-18_2012.jpg
 No. , wiki\2637833_1925-01-16_1973.jpg
 No. , wiki\2637967_1977-01-20_2012.jpg
 Yes , wiki\263955_1927-06-19_1970.jpg
 No , wiki\263977_1942-03-14_2015.jpg
 No , wiki\263990_1920-06-11_1945.jpg
 Yes , wiki\263994_1917-06-30_1961.jpg
 No , wiki\264058_1902-10-05_1978.jpg
 No. , wiki\2640611_1970-11-30_2007.jpg
 No. , wiki\2640774_1978-10-04_2012.jpg
 No , wiki\264097_1934-08-03_1989.jpg
 No , wiki\2640982_1906-06-23_1940.jpg
 No. , wiki\2641349_1956-01-27_2005.jpg
 No. , wiki\264149_1955-06-15_1968.jpg
 No. , wiki\264175_1956-02-13_2005.jpg
 Yes , wiki\2642769_1940-03-30_2013.jpg
 Yes , wiki\2642841_1937-02-11_2000.jpg
 No , wiki\2642917_1984-10-01_2011.jpg
 No. , wiki\2642987_1950-08-25_2008.jpg
 No. , wiki\2643010_1946-09-22_2014.jpg
 Yes , wiki\264313_1967-06-07_2010.jpg
 No. , wiki\2643528_1976-05-13_2011.jpg
 No. , wiki\2643538_1951-10-02_1969.jpg
 Yes , wiki\2643566_1943-05-20_2014.jpg
 No , wiki\2644319_1913-02-20_1949.jpg
 No , wiki\2644452_1967-04-09_2009.jpg
 No. , wiki\2645110_1961-12-20_2013.jpg
 No. , wiki\264524_1943-01-29_2008.jpg
 No , wiki\2645394_1985-12-29_2010.jpg
 No , wiki\2645413_1981-12-15_2008.jpg
 No. , wiki\264565_1946-12-14_1973.jpg
 No , wiki\26458_1913-02-04_1955.jpg
 Yes , wiki\2646193_1971-06-05_2005.jpg
 No. , wiki\264633_1951-12-06_2011.jpg
 No , wiki\2646450_1982-12-03_2012.jpg
 No. , wiki\2646776_1978-12-30_2009.jpg
 No. , wiki\2647007_1978-08-05_2003.jpg
 No , wiki\2647121_1945-07-23_1967.jpg
 No. , wiki\2647488_1959-06-09_2014.jpg
 No, the image is not a deepfake. It appears to be a standard photo of a person at an event. Deepfake images typically show signs of manipulation such as distorted facial features, unrealistic expressions, or inconsistencies in lighting and shadows that do not match the background or subject's original image. The image provided does not exhibit any of these characteristics. , wiki\2647835_1980-09-29_2014.jpg
 No , wiki\2648001_1983-06-15_2014.jpg
 No , wiki\2648233_1974-01-17_2010.jpg
 No , wiki\2648525_1974-12-18_2014.jpg
 No, the image is not a deepfake. It appears to be a manipulated photograph where the head of an individual has been placed onto another person's body. However, it is not a true representation of the original individuals, but rather a surreal creation meant to be humorous or artistic. , wiki\2648669_1959-07-08_2013.jpg
 No , wiki\2650449_1954-02-26_2012.jpg
 No. , wiki\2650528_1925-09-15_2010.jpg
 No. , wiki\2650568_1962-05-14_1990.jpg
 No. , wiki\2650688_1955-01-01_2015.jpg
 Yes. , wiki\2650754_1968-02-14_2007.jpg
 No. , wiki\2650810_1979-09-04_2010.jpg
 No. , wiki\2651627_1956-03-31_2007.jpg
 No , wiki\265207_1960-06-02_2014.jpg
 Yes , wiki\265225_1923-01-01_1970.jpg
 No. , wiki\2652994_1955-12-25_2009.jpg
 No, the image is not a deepfake. It appears to be an authentic photograph of a man wearing a cowboy hat and sunglasses, sitting at what looks like a microphone stand, likely performing music. The image quality is low, suggesting it may be an older photo or taken in poor lighting conditions. , wiki\2654163_1914-03-14_1972.jpg
 Yes , wiki\265422_1966-02-20_2013.jpg
 No. , wiki\2654838_1950-04-22_2010.jpg
 No , wiki\2655001_1987-09-30_2011.jpg
 No , wiki\2655155_1982-10-05_2008.jpg
 Yes , wiki\26552_1936-04-23_1967.jpg
 No , wiki\265556_1969-04-03_2010.jpg
 No, the image is not a deepfake. It appears to be a standard photograph of a person skating on ice. Deepfakes involve creating realistic images of people who are not present in the actual photo. This image does not show any signs of manipulation that would indicate it's a deepfake. , wiki\2655665_1976-10-22_2003.jpg
 No , wiki\265586_1960-04-11_2006.jpg
 No , wiki\2656987_1911-04-17_2007.jpg
 No, the image provided is not a deepfake. It appears to be an authentic photograph of a person. , wiki\2657339_1968-08-17_2015.jpg
 No, the image you've provided is not of a deepfake. It is an authentic photograph of a man who appears to be at an event, as suggested by the lanyard around his neck. Deepfakes use artificial intelligence techniques to create realistic images and videos that show someone doing or saying something they did not actually do or say. The image you've shown does not display any obvious signs of deepfake manipulation. , wiki\2658289_1947-04-12_2014.jpg
 No , wiki\2658422_1966-03-07_2008.jpg
 No. , wiki\2658454_1980-08-27_2009.jpg
 No , wiki\2658469_1979-09-23_2009.jpg
 No. , wiki\2658594_1975-09-16_2008.jpg
 No , wiki\265883_1933-06-08_2010.jpg
 No , wiki\2658900_1955-03-01_2007.jpg
 No. , wiki\2659428_1979-03-24_2011.jpg
 Yes , wiki\2659577_1915-06-08_2009.jpg
 Yes , wiki\2660034_1956-03-16_2007.jpg
 No. , wiki\2660620_1952-06-20_2008.jpg
 No, the image is not of a deepfake. It is a photograph of a person posing for the camera. Deepfakes require more sophisticated technology to create realistic images and are usually used for malicious purposes or as a form of entertainment. The image appears to be a standard portrait without any signs of deepfake manipulation. , wiki\266108_1960-02-23_2015.jpg
 Yes , wiki\2661869_1987-07-14_2015.jpg
 No , wiki\2662089_1986-05-25_2014.jpg
 No. , wiki\266215_1945-02-26_2005.jpg
 No , wiki\2662178_1947-01-02_1979.jpg
 No , wiki\2663135_1941-03-20_2008.jpg
 No , wiki\2663173_1957-09-25_2008.jpg
 No , wiki\2663710_1984-01-16_2013.jpg
 No. , wiki\2663963_1978-04-01_2012.jpg
 No , wiki\266402_1965-10-14_2013.jpg
 No. , wiki\2665146_1933-10-18_2005.jpg
 No , wiki\266534_1974-02-17_2013.jpg
 No. , wiki\2665536_1936-12-08_2005.jpg
 Yes , wiki\2666227_1973-07-03_2013.jpg
 No. , wiki\266648_1953-04-24_2007.jpg
 No , wiki\2667140_1989-07-23_2009.jpg
 No , wiki\2667535_1937-12-16_1985.jpg
 No , wiki\2667540_1927-04-14_1953.jpg
 No , wiki\2667583_1985-05-02_2009.jpg
 No , wiki\26675_1973-09-07_2012.jpg
 No. , wiki\2667809_1889-08-07_1941.jpg
 Yes , wiki\2668128_1903-02-03_1957.jpg
 No, the image appears to be a digitally altered photo rather than a deepfake. Deepfakes typically involve creating realistic images of people who do not exist by using AI algorithms. The alterations in this photo seem more like simple editing, such as adding text or changing the background, rather than a complex manipulation that involves synthesizing new visual data to create a realistic image of someone who did not exist before. , wiki\2668180_1954-05-17_2006.jpg
 No , wiki\26683_1928-07-26_1971.jpg
 No , wiki\2668448_1967-05-31_2012.jpg
 Yes , wiki\2669233_1946-12-24_2010.jpg
 Yes , wiki\2669273_1982-06-05_2007.jpg
 Yes , wiki\2669662_1969-01-21_2011.jpg
 Yes , wiki\2669786_1938-06-19_1961.jpg
 No , wiki\2669857_1973-12-04_2004.jpg
 No. , wiki\2669900_1933-07-29_1968.jpg
 No , wiki\26709_1930-08-25_2008.jpg
 Yes , wiki\2671396_1936-12-11_2012.jpg
 No , wiki\2671720_1946-09-09_2005.jpg
 Yes , wiki\2672040_1965-06-12_2015.jpg
 Yes , wiki\2672338_1980-09-06_2012.jpg
 No , wiki\2672763_1986-11-10_2008.jpg
 No , wiki\2672792_1949-04-04_1979.jpg
 No , wiki\2673131_1966-06-14_2012.jpg
 No. , wiki\2674198_1959-07-23_2010.jpg
 No. , wiki\2674949_1979-09-30_2007.jpg
 Yes , wiki\2675416_1949-08-07_2007.jpg
 No , wiki\2675974_1985-08-27_2012.jpg
 Yes , wiki\2676011_1926-08-01_1950.jpg
 Yes , wiki\267620_1924-09-12_1944.jpg
 No , wiki\267676_1914-03-01_1988.jpg
 No, the image is not a deepfake. It appears to be a real photograph of a person. , wiki\2676965_1971-07-03_2005.jpg
 No , wiki\2677193_1978-04-17_2008.jpg
 No , wiki\2677648_1973-07-24_2006.jpg
 No, the picture is not a deepfake. It appears to be an image of a real person posing for the photo. Deepfakes typically use advanced AI techniques to manipulate images and create realistic composite pictures from multiple sources, but without any overt signs of this technique being used here, it's clear that this is simply a photograph of a man. , wiki\267806_1977-02-16_2009.jpg
 No. , wiki\2679423_1973-11-09_2001.jpg
 No, this is not a deepfake. It is a real person posing for the photo. , wiki\267989_1958-12-01_2012.jpg
 No. , wiki\268138_1984-11-21_2013.jpg
 Yes , wiki\2682595_1985-09-17_2009.jpg
 No. , wiki\268260_1979-08-20_2011.jpg
 Yes , wiki\2682727_1939-04-11_1976.jpg
 No. , wiki\268284_1944-01-27_2004.jpg
 Yes , wiki\268286_1924-08-23_2003.jpg
 Yes , wiki\2685618_1974-04-21_2014.jpg
 No , wiki\2685732_1918-01-29_1953.jpg
 No. , wiki\2685842_1889-11-28_1940.jpg
 No , wiki\2686268_1983-08-18_2012.jpg
 Yes , wiki\2687471_1983-02-22_2009.jpg
 No , wiki\2687497_1980-08-28_2007.jpg
 No , wiki\2687695_1963-11-01_2010.jpg
 No. , wiki\2688021_1923-05-29_1967.jpg
 No. , wiki\2688251_1948-08-02_2006.jpg
 No, the image is not a deepfake. It appears to be an ordinary photograph of a person sitting at a piano. , wiki\2688271_1978-05-31_2009.jpg
 No , wiki\2688331_1978-10-31_2012.jpg
 No , wiki\2690900_1963-03-12_2010.jpg
 No, this is not a deepfake. It appears to be an image of a man dressed as a priest, but it's simply an image and does not contain any manipulated features that would indicate a deepfake. Deepfakes involve using artificial intelligence and software to create realistic video or images of people who do not exist in the form presented. , wiki\2691497_1944-12-21_2007.jpg
 No. , wiki\2691952_1976-01-19_2010.jpg
 No , wiki\2692562_1964-03-03_1993.jpg
 No. , wiki\2693532_1973-12-03_2000.jpg
 No, the picture is not a deepfake. It is a genuine image of an individual performing on stage with an electric guitar. Deepfakes involve the use of artificial intelligence to create realistic images of people who did not actually appear in the photograph. , wiki\2693965_1971-10-02_2013.jpg
 No , wiki\26942_1969-10-22_2013.jpg
 No, this picture is not a deepfake. It appears to be a real photograph of an older man wearing a lei and standing outdoors. , wiki\2694875_1925-05-21_2010.jpg
 Yes , wiki\2696430_1959-09-27_1979.jpg
 No , wiki\2696832_1972-11-25_2007.jpg
 No , wiki\269774_1924-07-21_1975.jpg
 No. , wiki\2697824_1978-08-18_2010.jpg
 No. , wiki\2697948_1978-07-31_2008.jpg
 No , wiki\2698152_1922-06-01_1941.jpg
 No , wiki\269826_1963-08-03_2013.jpg
 No , wiki\2698324_1982-07-06_2011.jpg
 No , wiki\269994_1975-03-20_2012.jpg
 No. , wiki\2700013_1977-02-20_2012.jpg
 No. , wiki\2700144_1956-06-12_2011.jpg
 No , wiki\2701542_1981-05-17_2011.jpg
 No. , wiki\2702280_1982-09-16_2006.jpg
 No, the image is not a deepfake of Oscar Levant. It appears to be an edited photo or a digitally manipulated image rather than a realistic portrayal of the actor. The distortions and alterations in the facial features suggest that it's not a genuine representation of Oscar Levant. , wiki\270359_1906-12-27_1945.jpg
 No, the image is not a deepfake. It appears to be an image of a real person, but it's important to note that without further information, it's impossible to definitively confirm their identity or whether they are actually present in the image. , wiki\2704463_1947-07-20_1972.jpg
 Yes , wiki\2704497_1939-12-20_2011.jpg
 No. , wiki\2705263_1950-09-04_1985.jpg
 No. , wiki\2705698_1958-12-06_2007.jpg
 Yes. , wiki\2706033_1909-12-02_1943.jpg
 No, the image is not a deepfake. It appears to be a digitally altered image of a person who resembles Rod Stewart, but it's not a deepfake as it does not attempt to simulate a real person's appearance and behavior in detail. , wiki\2706321_1938-02-24_1972.jpg
 Yes , wiki\2706335_1962-02-04_2012.jpg
 Yes , wiki\2707965_1948-02-24_2009.jpg
 Yes , wiki\2708154_1922-01-13_1988.jpg
 No. , wiki\271181_1942-03-07_2004.jpg
 No. , wiki\271234_1925-08-26_2002.jpg
 Yes , wiki\271275_1949-05-24_2007.jpg
 No , wiki\271425_1940-02-28_2010.jpg
 No , wiki\27152_1962-02-11_2014.jpg
 No , wiki\2715514_1954-07-30_2013.jpg
 No , wiki\2715548_1995-11-20_2015.jpg
 No. , wiki\2717038_1982-03-20_2009.jpg
 Yes. , wiki\2718299_1917-03-24_1947.jpg
 No. , wiki\271857_1967-07-26_2011.jpg
 No. , wiki\2720185_1975-08-12_2013.jpg
 No , wiki\2720323_1983-09-14_2013.jpg
 No, it is not a deepfake. It's an image of a person who appears to be digitally altered but doesn't display the typical characteristics of deepfake technology such as unnatural facial expressions and inconsistencies in the texture and shadows of the skin. , wiki\2721845_1908-12-31_1982.jpg
 No. , wiki\2722266_1923-12-30_1960.jpg
 Yes , wiki\2722301_1969-07-23_2010.jpg
 Yes. This image appears to be of a person who is not present at the event, likely created using a deepfake technology that uses AI to generate realistic images or videos of individuals who were not photographed in the actual context. , wiki\2722799_1954-12-28_2010.jpg
 No , wiki\2723479_1983-01-30_2012.jpg
 No. , wiki\2723775_1939-10-03_1967.jpg
 No. , wiki\2723_1964-05-27_2007.jpg
 No , wiki\2724304_1946-05-10_2010.jpg
 No. , wiki\2724349_1862-09-26_1947.jpg
 No , wiki\2724527_1962-12-31_2010.jpg
 Yes , wiki\2724530_1924-04-20_1949.jpg
 No , wiki\2725851_1961-06-29_2013.jpg
 No. , wiki\2726015_1950-07-21_2006.jpg
 No. , wiki\2726038_1966-11-26_2009.jpg
 No , wiki\2726391_1964-08-21_2012.jpg
 No, the image you provided appears to be a standard photograph of a person rather than a deepfake. Deepfakes typically involve manipulating an image or video to create a realistic but fake representation of a person. The characteristics of the image shown here do not indicate that it is a deepfake. , wiki\2726877_1960-10-19_2012.jpg
